AverageLength,longueur,Proportion0,Proportion1,ecartType,NumSeqStart1,NumSeqStart0,MedianLength,ModeLength,IQRLength,SkewnessLength,minLength,max length,entropy,bit_transition,IsCode
6.5,8,0.4230769230769231,0.5769230769230769,0.7071067811865476,8,0,7.0,7,1.0,-1.060660171779821,5,7,0.9828586897127056,22,1
6.166666666666667,6,0.35135135135135137,0.6486486486486487,1.0671873729054746,6,0,6.5,7,1.0,-1.1579713076618614,4,7,0.9352691398683566,14,1
5.5,6,0.48484848484848486,0.5151515151515151,1.707825127659933,6,0,6.0,6,1.5,-1.204539518610761,2,7,0.9993375041688847,14,1
6.25,4,0.4,0.6,0.4330127018922193,4,0,6.0,6,0.25,1.1547005383792517,6,7,0.9709505944546686,13,1
5.714285714285714,7,0.45,0.55,0.880630571852711,7,0,5.0,5,1.5,0.5891198977906633,5,7,0.9927744539878083,19,1
5.666666666666667,3,0.47058823529411764,0.5294117647058824,1.247219128924647,3,0,6.0,4,1.5,-0.3818017741606071,4,7,0.9975025463691152,9,1
6.0,5,0.3,0.7,1.0954451150103321,5,0,6.0,6,1.0,-0.9128709291752769,4,7,0.8812908992306927,14,1
6.0,7,0.38095238095238093,0.6190476190476191,1.0690449676496976,7,0,6.0,7,1.5,-0.7015607600201138,4,7,0.9587118829771318,21,1
6.333333333333333,3,0.47368421052631576,0.5263157894736842,0.9428090415820634,3,0,7.0,7,1.0,-0.7071067811865466,5,7,0.9980008838722996,12,1
7.0,4,0.35714285714285715,0.6428571428571429,0.0,4,0,7.0,7,0.0,nan,7,7,0.9402859586706311,6,1
6.5,8,0.4423076923076923,0.5576923076923077,0.5,8,0,6.5,6,1.0,0.0,6,7,0.990374836448575,20,1
5.75,8,0.32608695652173914,0.6739130434782609,1.3919410907075054,8,0,6.0,6,1.5,-0.9385825460754045,3,7,0.9108783787500366,20,1
6.25,4,0.52,0.48,0.82915619758885,4,0,6.5,7,1.25,-0.49338220021815865,5,7,0.9988455359952018,11,1
5.75,4,0.43478260869565216,0.5652173913043478,1.299038105676658,4,0,6.0,7,2.25,-0.21383343303319471,4,7,0.9876925088958034,9,1
5.666666666666667,3,0.4117647058823529,0.5882352941176471,1.247219128924647,3,0,6.0,4,1.5,-0.3818017741606071,4,7,0.9774178175281716,6,1
5.25,8,0.47619047619047616,0.5238095238095238,1.299038105676658,8,0,5.0,5,1.5,-0.12830005981991682,3,7,0.998363672593813,17,1
6.0,10,0.4666666666666667,0.5333333333333333,1.1832159566199232,10,0,6.5,7,1.75,-0.7244179326244428,4,7,0.9967916319816366,26,1
6.0,3,0.3333333333333333,0.6666666666666666,1.4142135623730951,3,0,7.0,7,1.5,-0.7071067811865474,4,7,0.9182958340544896,8,1
6.142857142857143,7,0.4883720930232558,0.5116279069767442,0.3499271061118826,7,0,6.0,6,0.0,2.041241452319312,6,7,0.999609836367807,17,1
6.25,8,0.38,0.62,0.9682458365518543,8,0,6.5,7,1.0,-1.3426342266852378,4,7,0.9580420222262995,19,1
6.333333333333333,6,0.42105263157894735,0.5789473684210527,1.1055415967851332,6,0,7.0,7,0.75,-1.425326356185791,4,7,0.9819407868640977,14,1
6.25,4,0.52,0.48,0.82915619758885,4,0,6.5,7,1.25,-0.49338220021815865,5,7,0.9988455359952018,8,1
6.166666666666667,6,0.40540540540540543,0.5945945945945946,0.8975274678557507,6,0,6.5,7,1.75,-0.3329709512140251,5,7,0.9740248644357521,18,1
6.666666666666667,6,0.35,0.65,0.4714045207910317,6,0,7.0,7,0.75,-0.7071067811865493,6,7,0.934068055375491,17,1
6.444444444444445,9,0.4482758620689655,0.5517241379310345,0.684934889218775,9,0,7.0,7,1.0,-0.8367210142534077,5,7,0.9922666387194963,23,1
6.222222222222222,9,0.32142857142857145,0.6785714285714286,1.0304020550550783,9,0,7.0,7,1.0,-1.063281298564137,4,7,0.9059282160429991,22,1
7.0,3,0.42857142857142855,0.5714285714285714,0.0,3,0,7.0,7,0.0,nan,7,7,0.9852281360342515,7,1
6.2,5,0.5161290322580645,0.4838709677419355,0.7483314773547882,5,0,6.0,6,1.0,-0.3436215967445464,5,7,0.9992492479956565,16,1
6.4,5,0.34375,0.65625,0.4898979485566356,5,0,6.0,6,1.0,0.4082482904638609,6,7,0.9283620723948676,15,1
6.5,10,0.49230769230769234,0.5076923076923077,0.806225774829855,10,0,7.0,7,0.75,-1.144936011592693,5,7,0.9998292601233936,31,1
5.555555555555555,9,0.38,0.62,0.831479419283098,9,0,6.0,6,1.0,-0.17658332054927964,4,7,0.9580420222262995,18,1
6.285714285714286,7,0.4090909090909091,0.5909090909090909,0.6998542122237652,7,0,6.0,6,1.0,-0.45927932677184535,5,7,0.9760206482366149,26,1
6.333333333333333,3,0.10526315789473684,0.8947368421052632,0.9428090415820634,3,0,7.0,7,1.0,-0.7071067811865466,5,7,0.4854607607459134,3,1
6.0,3,0.5,0.5,0.816496580927726,3,0,6.0,5,1.0,0.0,5,7,1.0,10,1
5.666666666666667,3,0.23529411764705882,0.7647058823529411,0.4714045207910317,3,0,6.0,6,0.5,-0.7071067811865493,5,6,0.7871265862012691,8,1
6.8,5,0.47058823529411764,0.5294117647058824,0.39999999999999997,5,0,7.0,7,0.0,-1.4999999999999993,6,7,0.9975025463691152,9,1
6.5,6,0.38461538461538464,0.6153846153846154,0.7637626158259734,6,0,7.0,7,0.75,-1.1222634354993892,5,7,0.9612366047228759,14,1
5.0,3,0.26666666666666666,0.7333333333333333,2.8284271247461903,2,1,7.0,7,3.0,-0.7071067811865474,1,7,0.8366407419411672,6,1
6.75,4,0.5185185185185185,0.48148148148148145,0.4330127018922193,4,0,7.0,7,0.25,-1.1547005383792517,6,7,0.9990102708804813,10,1
5.5,4,0.36363636363636365,0.6363636363636364,1.6583123951777,4,0,6.0,7,2.5,-0.49338220021815865,3,7,0.9456603046006401,8,1
6.166666666666667,6,0.40540540540540543,0.5945945945945946,1.0671873729054746,6,0,6.5,7,1.0,-1.1579713076618614,4,7,0.9740248644357521,15,1
6.444444444444445,9,0.46551724137931033,0.5344827586206896,0.9558139185602919,9,0,7.0,7,1.0,-1.7499982373056044,4,7,0.9965663713274553,20,1
6.666666666666667,6,0.475,0.525,0.4714045207910317,6,0,7.0,7,0.75,-0.7071067811865493,6,7,0.99819587904281,17,1
6.166666666666667,6,0.5675675675675675,0.43243243243243246,0.8975274678557507,6,0,6.5,7,1.75,-0.3329709512140251,5,7,0.9867867202680318,14,1
5.875,8,0.3617021276595745,0.6382978723404256,1.964529205687714,7,1,7.0,7,1.25,-1.8037513807110914,1,7,0.9440870182837794,15,1
5.833333333333333,6,0.42857142857142855,0.5714285714285714,1.3437096247164253,6,0,6.0,6,0.75,-1.343391586935425,3,7,0.9852281360342515,16,1
5.5,8,0.4772727272727273,0.5227272727272727,1.118033988749895,8,0,6.0,6,1.0,-1.073312629199899,3,7,0.9985090989176322,16,1
6.666666666666667,3,0.45,0.55,0.4714045207910317,3,0,7.0,7,0.5,-0.7071067811865495,6,7,0.9927744539878083,10,1
6.333333333333333,3,0.42105263157894735,0.5789473684210527,0.9428090415820634,3,0,7.0,7,1.0,-0.7071067811865466,5,7,0.9819407868640977,7,1
6.555555555555555,9,0.4745762711864407,0.5254237288135594,0.6849348892187751,9,0,7.0,7,1.0,-1.2380055823137137,5,7,0.9981341775041117,28,1
6.5,4,0.3076923076923077,0.6923076923076923,0.8660254037844386,4,0,7.0,7,0.5,-1.1547005383792517,5,7,0.8904916402194913,6,1
6.222222222222222,9,0.4107142857142857,0.5892857142857143,0.9162456945817024,9,0,7.0,7,2.0,-0.452970946759034,5,7,0.9768740126265281,24,1
5.75,4,0.391304347826087,0.6086956521739131,1.299038105676658,4,0,6.0,7,2.25,-0.21383343303319471,4,7,0.9656361333706098,10,1
6.571428571428571,7,0.41304347826086957,0.5869565217391305,0.7284313590846836,7,0,7.0,7,0.5,-1.3577270894181959,5,7,0.978070970973496,15,1
6.4,5,0.4375,0.5625,0.4898979485566356,5,0,6.0,6,1.0,0.4082482904638609,6,7,0.9886994082884974,11,1
6.0,4,0.20833333333333334,0.7916666666666666,0.7071067811865476,4,0,6.0,6,0.5,0.0,5,7,0.7382848661434506,10,1
6.0,4,0.4166666666666667,0.5833333333333334,1.224744871391589,4,0,6.5,7,1.5,-0.8164965809277263,4,7,0.9798687566511528,9,1
6.0,8,0.5,0.5,1.118033988749895,8,0,6.5,7,2.0,-0.5366563145999494,4,7,1.0,23,1
5.833333333333333,6,0.3142857142857143,0.6857142857142857,0.8975274678557507,6,0,5.5,5,1.75,0.3329709512140251,5,7,0.898058793450166,13,1
5.333333333333333,3,0.375,0.625,1.247219128924647,3,0,5.0,4,1.5,0.38180177416060707,4,7,0.954434002924965,5,1
5.75,4,0.43478260869565216,0.5652173913043478,0.4330127018922193,4,0,6.0,6,0.25,-1.1547005383792517,5,6,0.9876925088958034,10,1
6.5,6,0.3333333333333333,0.6666666666666666,0.7637626158259734,6,0,7.0,7,0.75,-1.1222634354993892,5,7,0.9182958340544896,19,1
6.1,10,0.4426229508196721,0.5573770491803278,1.044030650891055,10,0,6.5,7,1.75,-0.7275964808835892,4,7,0.9904799742690308,24,1
6.333333333333333,3,0.47368421052631576,0.5263157894736842,0.4714045207910317,3,0,6.0,6,0.5,0.7071067811865493,6,7,0.9980008838722996,11,1
6.3,10,0.49206349206349204,0.5079365079365079,0.7810249675906654,10,0,6.5,7,1.0,-0.5793144075652337,5,7,0.999818246960343,27,1
6.333333333333333,3,0.3157894736842105,0.6842105263157895,0.4714045207910317,3,0,6.0,6,0.5,0.7071067811865493,6,7,0.8997437586982626,7,1
6.666666666666667,9,0.38333333333333336,0.6166666666666667,0.9428090415820634,9,0,7.0,7,0.0,-2.474873734152917,4,7,0.9603622703154779,25,1
6.5,8,0.38461538461538464,0.6153846153846154,1.0,8,0,7.0,7,0.25,-1.875,4,7,0.9612366047228759,26,1
6.714285714285714,7,0.425531914893617,0.574468085106383,0.4517539514526256,7,0,7.0,7,0.5,-0.9486832980505148,6,7,0.9839393951635756,20,1
6.166666666666667,6,0.4864864864864865,0.5135135135135135,1.8633899812498245,6,0,7.0,7,0.0,-1.788854381999832,2,7,0.9994730201859836,17,1
6.888888888888889,9,0.3709677419354839,0.6290322580645161,0.3142696805273545,9,0,7.0,7,0.0,-2.474873734152919,6,7,0.9514122535330207,28,1
6.428571428571429,7,0.4,0.6,1.0497813183356477,7,0,7.0,7,0.5,-1.6632337759638876,4,7,0.9709505944546686,15,1
6.333333333333333,6,0.3684210526315789,0.631578947368421,1.1055415967851332,6,0,7.0,7,0.75,-1.425326356185791,4,7,0.9494520153879484,13,1
6.333333333333333,6,0.42105263157894735,0.5789473684210527,1.1055415967851332,6,0,7.0,7,0.75,-1.4253263561857912,4,7,0.9819407868640977,14,1
5.8,5,0.4482758620689655,0.5517241379310345,1.469693845669907,5,0,7.0,7,3.0,-0.40824829046386263,4,7,0.9922666387194963,13,1
6.0,9,0.5185185185185185,0.48148148148148145,1.5634719199411433,9,0,7.0,7,1.0,-1.7443694974549941,2,7,0.9990102708804813,22,1
6.1,10,0.45901639344262296,0.5409836065573771,1.1357816691600546,10,0,6.0,6,1.0,-1.8346139815529277,3,7,0.995148095654003,20,1
6.111111111111111,9,0.45454545454545453,0.5454545454545454,1.4487116456005884,9,0,7.0,7,1.0,-1.290305804766752,3,7,0.9940302114769565,24,1
6.0,4,0.3333333333333333,0.6666666666666666,1.7320508075688772,4,0,7.0,7,1.0,-1.1547005383792517,3,7,0.9182958340544896,7,1
6.7,10,0.47761194029850745,0.5223880597014925,0.45825756949558405,10,0,7.0,7,0.75,-0.8728715609439702,6,7,0.9985532860835362,31,1
5.8,5,0.4827586206896552,0.5172413793103449,1.6,5,0,7.0,7,2.0,-0.8437499999999993,3,7,0.9991421039919088,14,1
6.0,10,0.35,0.65,0.8944271909999159,10,0,6.0,6,0.75,-0.8385254915624212,4,7,0.934068055375491,25,1
7.0,3,0.47619047619047616,0.5238095238095238,0.0,3,0,7.0,7,0.0,nan,7,7,0.998363672593813,8,1
7.0,4,0.25,0.75,0.0,4,0,7.0,7,0.0,nan,7,7,0.8112781244591328,7,1
5.166666666666667,6,0.5161290322580645,0.4838709677419355,2.3392781412697,6,0,6.5,7,3.25,-0.8260317876770845,1,7,0.9992492479956565,12,1
5.0,3,0.6,0.4,0.816496580927726,3,0,5.0,4,1.0,0.0,4,6,0.9709505944546686,6,1
5.555555555555555,9,0.3,0.7,1.1653431646335017,9,0,6.0,5,1.0,-0.766237208084639,3,7,0.8812908992306927,17,1
5.75,4,0.30434782608695654,0.6956521739130435,0.82915619758885,4,0,5.5,5,1.25,0.49338220021815865,5,7,0.8865408928220899,9,1
6.166666666666667,6,0.35135135135135137,0.6486486486486487,0.6871842709362768,6,0,6.0,6,0.75,-0.22826882356360897,5,7,0.9352691398683566,16,1
6.2,5,0.25806451612903225,0.7419354838709677,0.7483314773547882,5,0,6.0,6,1.0,-0.3436215967445464,5,7,0.8238116333123173,9,1
6.25,4,0.32,0.68,0.82915619758885,4,0,6.5,7,1.25,-0.49338220021815865,5,7,0.9043814577244937,11,1
6.2,10,0.3548387096774194,0.6451612903225806,0.8717797887081347,10,0,6.5,7,1.75,-0.39845890619623947,5,7,0.9383153522334069,23,1
4.666666666666667,3,0.2857142857142857,0.7142857142857143,2.0548046676563256,3,0,5.0,2,2.5,-0.2390631469295451,2,7,0.863120568566631,5,1
5.285714285714286,7,0.5135135135135135,0.4864864864864865,1.8294640678379568,7,0,6.0,7,3.0,-0.5656537473282438,2,7,0.9994730201859836,12,1
6.2,5,0.4838709677419355,0.5161290322580645,1.16619037896906,5,0,7.0,7,1.0,-1.1500493356615307,4,7,0.9992492479956565,10,1
6.5,6,0.38461538461538464,0.6153846153846154,0.7637626158259734,6,0,7.0,7,0.75,-1.1222634354993892,5,7,0.9612366047228759,17,1
6.166666666666667,6,0.32432432432432434,0.6756756756756757,0.8975274678557507,6,0,6.5,7,1.75,-0.3329709512140251,5,7,0.9090221560878149,17,1
6.571428571428571,7,0.5217391304347826,0.4782608695652174,0.7284313590846836,7,0,7.0,7,0.5,-1.3577270894181959,5,7,0.9986359641585718,22,1
6.333333333333333,9,0.43859649122807015,0.5614035087719298,0.9428090415820634,9,0,7.0,7,1.0,-1.5026019100214127,4,7,0.9890934397021431,25,1
5.4,5,0.48148148148148145,0.5185185185185185,2.244994432064365,4,1,6.0,6,1.0,-1.3532751773025937,1,7,0.9990102708804813,7,1
5.875,8,0.5319148936170213,0.46808510638297873,1.964529205687714,7,1,7.0,7,1.25,-1.8037513807110914,1,7,0.9970590569034106,17,1
4.333333333333333,3,0.38461538461538464,0.6153846153846154,0.9428090415820634,3,0,5.0,5,1.0,-0.7071067811865466,3,5,0.9612366047228759,4,1
5.666666666666667,6,0.4411764705882353,0.5588235294117647,0.9428090415820634,6,0,5.0,5,1.5,0.7071067811865466,5,7,0.9899927915575186,12,1
6.5,10,0.4153846153846154,0.5846153846153846,0.6708203932499369,10,0,7.0,7,1.0,-0.9938079899999065,5,7,0.9792415350396868,27,1
5.555555555555555,9,0.46,0.54,1.1653431646335017,9,0,6.0,6,0.0,-1.1874943156967825,3,7,0.9953784388202257,15,1
7.0,3,0.38095238095238093,0.6190476190476191,0.0,3,0,7.0,7,0.0,nan,7,7,0.9587118829771318,7,1
5.75,4,0.4782608695652174,0.5217391304347826,1.0897247358851685,4,0,6.0,6,0.75,-0.6520236646847543,4,7,0.9986359641585718,8,1
6.0,5,0.43333333333333335,0.5666666666666667,2.0,5,0,7.0,7,0.0,-1.5,2,7,0.9871377743721863,11,1
6.25,8,0.52,0.48,1.0897247358851685,8,0,7.0,7,1.25,-1.0867061078079239,4,7,0.9988455359952018,20,1
6.666666666666667,3,0.5,0.5,0.4714045207910317,3,0,7.0,7,0.5,-0.7071067811865495,6,7,1.0,10,1
6.0,9,0.42592592592592593,0.5740740740740741,1.0540925533894598,9,0,6.0,7,2.0,-0.5692099788303081,4,7,0.9841095278800531,25,1
7.0,2,0.35714285714285715,0.6428571428571429,0.0,2,0,7.0,7,0.0,nan,7,7,0.9402859586706311,5,1
6.6,5,0.36363636363636365,0.6363636363636364,0.7999999999999999,5,0,7.0,7,0.0,-1.4999999999999993,5,7,0.9456603046006401,13,1
6.428571428571429,7,0.4222222222222222,0.5777777777777777,0.7284313590846835,7,0,7.0,7,1.0,-0.8598938232981929,5,7,0.9824740868386409,19,1
6.333333333333333,6,0.4473684210526316,0.5526315789473685,0.7453559924999298,6,0,6.5,7,1.0,-0.6260990336999404,5,7,0.9919924034538556,14,1
5.75,8,0.41304347826086957,0.5869565217391305,1.299038105676658,8,0,6.0,7,2.0,-0.8981004187394178,3,7,0.978070970973496,22,1
6.333333333333333,6,0.42105263157894735,0.5789473684210527,0.7453559924999298,6,0,6.5,7,1.0,-0.6260990336999402,5,7,0.9819407868640977,14,1
6.333333333333333,6,0.39473684210526316,0.6052631578947368,1.1055415967851332,6,0,7.0,7,0.75,-1.4253263561857912,4,7,0.9677884628267678,19,1
6.142857142857143,7,0.32558139534883723,0.6744186046511628,1.124858267715973,7,0,7.0,7,1.5,-0.8849041107110056,4,7,0.9103480624345153,18,1
6.2,10,0.41935483870967744,0.5806451612903226,1.2489995996796799,10,0,7.0,7,1.0,-1.6135990883435707,3,7,0.9811522341999133,21,1
4.0,2,0.5,0.5,0.0,2,0,4.0,4,0.0,nan,4,4,1.0,4,1
6.0,2,0.5,0.5,1.0,2,0,6.0,5,1.0,0.0,5,7,1.0,4,1
5.4,5,0.37037037037037035,0.6296296296296297,2.33238075793812,4,1,7.0,7,2.0,-1.1500493356615307,1,7,0.9509560484549725,7,1
6.6,5,0.45454545454545453,0.5454545454545454,0.48989794855663565,5,0,7.0,7,1.0,-0.40824829046386074,6,7,0.9940302114769565,12,1
6.142857142857143,7,0.37209302325581395,0.627906976744186,0.8329931278350429,7,0,6.0,7,1.5,-0.27238010581457434,5,7,0.9522656254366642,14,1
6.333333333333333,3,0.5263157894736842,0.47368421052631576,0.4714045207910317,3,0,6.0,6,0.5,0.7071067811865495,6,7,0.9980008838722996,8,1
6.2,10,0.5,0.5,1.1661903789690602,10,0,7.0,7,1.0,-1.1500493356615302,4,7,1.0,27,1
5.8,10,0.39655172413793105,0.603448275862069,1.1661903789690602,10,0,6.0,6,1.5,-1.1197848794599106,3,7,0.9688977092243805,26,1
6.428571428571429,7,0.4,0.6,0.7284313590846835,7,0,7.0,7,1.0,-0.8598938232981929,5,7,0.9709505944546686,17,1
5.857142857142857,7,0.4634146341463415,0.5365853658536586,0.989743318610787,7,0,6.0,6,1.0,-0.5953924651018005,4,7,0.9961344835095796,22,1
6.111111111111111,9,0.4909090909090909,0.509090909090909,0.7370277311900889,9,0,6.0,6,1.0,-0.17816579452322237,5,7,0.9997615248696312,25,1
5.285714285714286,7,0.4594594594594595,0.5405405405405406,1.1605769149479943,7,0,6.0,4,2.0,-0.022380271087151075,4,7,0.9952525494396791,23,1
6.166666666666667,6,0.43243243243243246,0.5675675675675675,0.8975274678557507,6,0,6.5,7,1.75,-0.3329709512140251,5,7,0.9867867202680318,12,1
5.6,5,0.42857142857142855,0.5714285714285714,1.0198039027185568,5,0,6.0,6,1.0,-0.2715454178836386,4,7,0.9852281360342515,18,1
5.75,8,0.30434782608695654,0.6956521739130435,0.6614378277661477,8,0,6.0,6,1.0,0.3239695482936233,5,7,0.8865408928220899,16,1
6.375,8,0.5098039215686274,0.49019607843137253,0.9921567416492215,8,0,7.0,7,1.0,-1.5718522528320242,4,7,0.9997226475394072,22,1
5.285714285714286,7,0.4864864864864865,0.5135135135135135,1.577908716741037,7,0,5.0,5,1.5,-0.912778423215556,2,7,0.9994730201859836,17,1
6.75,4,0.48148148148148145,0.5185185185185185,0.4330127018922193,4,0,7.0,7,0.25,-1.1547005383792517,6,7,0.9990102708804813,10,1
6.571428571428571,7,0.41304347826086957,0.5869565217391305,0.7284313590846835,7,0,7.0,7,0.5,-1.3577270894181965,5,7,0.978070970973496,21,1
6.2,5,0.41935483870967744,0.5806451612903226,1.16619037896906,5,0,7.0,7,1.0,-1.150049335661531,4,7,0.9811522341999133,11,1
5.857142857142857,7,0.36585365853658536,0.6341463414634146,1.355261854357877,7,0,6.0,7,1.5,-1.1173381065928267,3,7,0.9474351361840307,18,1
6.166666666666667,6,0.35135135135135137,0.6486486486486487,0.8975274678557507,6,0,6.5,7,1.75,-0.33297095121402503,5,7,0.9352691398683566,19,1
6.666666666666667,3,0.45,0.55,0.4714045207910317,3,0,7.0,7,0.5,-0.7071067811865493,6,7,0.9927744539878083,6,1
6.0,2,0.3333333333333333,0.6666666666666666,0.0,2,0,6.0,6,0.0,nan,6,6,0.9182958340544896,6,1
6.3,10,0.38095238095238093,0.6190476190476191,1.004987562112089,10,0,7.0,7,1.0,-1.2176890763361845,4,7,0.9587118829771318,29,1
5.875,8,0.46808510638297873,0.5319148936170213,1.165922381636102,8,0,6.0,7,2.0,-0.22921026606876987,4,7,0.9970590569034106,19,1
6.2,5,0.2903225806451613,0.7096774193548387,1.16619037896906,5,0,7.0,7,1.0,-1.1500493356615307,4,7,0.869137580612638,11,1
7.0,5,0.42857142857142855,0.5714285714285714,0.0,5,0,7.0,7,0.0,nan,7,7,0.9852281360342515,22,1
6.4,5,0.5,0.5,0.4898979485566356,5,0,6.0,6,1.0,0.4082482904638609,6,7,1.0,12,1
5.857142857142857,7,0.34146341463414637,0.6585365853658537,1.5518257844571737,7,0,7.0,7,2.0,-0.9080922501980065,3,7,0.9262122127346664,15,1
6.285714285714286,7,0.4318181818181818,0.5681818181818182,1.0301575072754257,7,0,7.0,7,1.0,-1.3760831790972021,4,7,0.9865446300055644,23,1
6.428571428571429,7,0.4888888888888889,0.5111111111111111,0.7284313590846836,7,0,7.0,7,1.0,-0.8598938232981925,5,7,0.9996437496778561,21,1
6.0,9,0.4444444444444444,0.5555555555555556,0.816496580927726,9,0,6.0,5,2.0,0.0,5,7,0.9910760598382222,20,1
6.666666666666667,3,0.7,0.3,0.4714045207910317,3,0,7.0,7,0.5,-0.7071067811865495,6,7,0.8812908992306927,6,1
6.6,5,0.5151515151515151,0.48484848484848486,0.48989794855663565,5,0,7.0,7,1.0,-0.40824829046386074,6,7,0.9993375041688847,17,1
6.714285714285714,7,0.44680851063829785,0.5531914893617021,0.4517539514526256,7,0,7.0,7,0.5,-0.9486832980505148,6,7,0.9918207974218424,20,1
6.285714285714286,7,0.4772727272727273,0.5227272727272727,1.0301575072754257,7,0,7.0,7,1.0,-1.3760831790972021,4,7,0.9985090989176322,16,1
7.0,3,0.38095238095238093,0.6190476190476191,0.0,3,0,7.0,7,0.0,nan,7,7,0.9587118829771318,10,1
6.6,5,0.36363636363636365,0.6363636363636364,0.48989794855663565,5,0,7.0,7,1.0,-0.40824829046386074,6,7,0.9456603046006401,14,1
6.0,3,0.3888888888888889,0.6111111111111112,1.4142135623730951,3,0,7.0,7,1.5,-0.7071067811865474,4,7,0.964078764808229,7,1
6.0,7,0.38095238095238093,0.6190476190476191,1.3093073414159542,7,0,7.0,7,2.0,-0.7637626158259736,4,7,0.9587118829771318,18,1
6.333333333333333,9,0.40350877192982454,0.5964912280701754,0.8164965809277259,9,0,7.0,7,1.0,-0.6804138174397706,5,7,0.9729661265889025,27,1
5.0,2,0.3,0.7,1.0,2,0,5.0,4,1.0,0.0,4,6,0.8812908992306927,5,1
7.0,5,0.4,0.6,0.0,5,0,7.0,7,0.0,nan,7,7,0.9709505944546686,14,1
6.222222222222222,9,0.35714285714285715,0.6428571428571429,0.7856742013183862,9,0,6.0,7,1.0,-0.41295036021294407,5,7,0.9402859586706311,26,1
6.666666666666667,9,0.45,0.55,0.6666666666666666,9,0,7.0,7,0.0,-1.7500000000000018,5,7,0.9927744539878083,24,1
5.8,10,0.5172413793103449,0.4827586206896552,1.1661903789690602,10,0,6.0,7,2.0,-0.36317347441942993,4,7,0.9991421039919088,26,1
6.3,10,0.49206349206349204,0.5079365079365079,0.7810249675906654,10,0,6.5,7,1.0,-0.5793144075652337,5,7,0.999818246960343,27,1
5.666666666666667,6,0.5,0.5,1.7950549357115015,6,0,6.5,7,1.75,-1.2230279169592035,2,7,1.0,11,1
6.4,5,0.375,0.625,1.2,5,0,7.0,7,0.0,-1.5000000000000013,4,7,0.954434002924965,12,1
6.0,4,0.375,0.625,1.7320508075688772,4,0,7.0,7,1.0,-1.1547005383792517,3,7,0.954434002924965,7,1
6.333333333333333,9,0.43859649122807015,0.5614035087719298,0.8164965809277259,9,0,7.0,7,1.0,-0.6804138174397706,5,7,0.9890934397021431,24,1
6.142857142857143,7,0.46511627906976744,0.5348837209302325,0.6388765649999399,7,0,6.0,6,0.5,-0.1341640786499892,5,7,0.996485989886783,13,1
6.555555555555555,9,0.4576271186440678,0.5423728813559322,0.6849348892187751,9,0,7.0,7,1.0,-1.2380055823137133,5,7,0.9948131754904235,29,1
6.222222222222222,9,0.375,0.625,1.4740554623801778,9,0,7.0,7,0.0,-1.4270394888254379,3,7,0.954434002924965,23,1
6.142857142857143,7,0.4186046511627907,0.5813953488372093,0.8329931278350428,7,0,6.0,7,1.5,-0.27238010581457456,5,7,0.9807983646944296,22,1
6.2,5,0.3548387096774194,0.6451612903225806,1.16619037896906,5,0,7.0,7,1.0,-1.150049335661531,4,7,0.9383153522334069,16,1
6.0,3,0.5555555555555556,0.4444444444444444,1.4142135623730951,3,0,7.0,7,1.5,-0.7071067811865474,4,7,0.9910760598382222,6,1
6.25,4,0.44,0.56,0.82915619758885,4,0,6.5,7,1.25,-0.49338220021815865,5,7,0.9895875212220556,8,1
6.0,5,0.6666666666666666,0.3333333333333333,1.2649110640673518,5,0,7.0,7,2.0,-0.592927061281571,4,7,0.9182958340544896,12,1
6.75,8,0.35185185185185186,0.6481481481481481,0.4330127018922193,8,0,7.0,7,0.25,-1.1547005383792517,6,7,0.9357110512652843,20,1
6.333333333333333,3,0.15789473684210525,0.8421052631578947,0.4714045207910317,3,0,6.0,6,0.5,0.7071067811865493,6,7,0.6292492238560345,2,1
6.2,10,0.5,0.5,0.7483314773547882,10,0,6.0,6,1.0,-0.3436215967445464,5,7,1.0,24,1
6.8,5,0.29411764705882354,0.7058823529411765,0.39999999999999997,5,0,7.0,7,0.0,-1.4999999999999993,6,7,0.8739810481273578,15,1
5.0,4,0.45,0.55,2.1213203435596424,4,0,5.5,7,3.5,-0.31426968052735454,2,7,0.9927744539878083,6,1
4.0,4,0.4375,0.5625,2.5495097567963922,3,1,4.0,1,4.5,0.0,1,7,0.9886994082884974,6,1
6.6,5,0.5454545454545454,0.45454545454545453,0.7999999999999999,5,0,7.0,7,0.0,-1.4999999999999991,5,7,0.9940302114769565,15,1
6.5,8,0.4423076923076923,0.5576923076923077,0.7071067811865476,8,0,7.0,7,1.0,-1.060660171779821,5,7,0.990374836448575,23,1
6.5,8,0.4807692307692308,0.5192307692307693,1.0,8,0,7.0,7,0.25,-1.875,4,7,0.9989326546260581,25,1
5.25,4,0.47619047619047616,0.5238095238095238,2.0463381929681126,4,0,6.0,7,2.75,-0.6892544771146771,2,7,0.998363672593813,7,1
6.1,10,0.4098360655737705,0.5901639344262295,1.513274595042156,10,0,7.0,7,1.0,-1.9010798863747287,2,7,0.976414308115487,23,1
5.666666666666667,3,0.35294117647058826,0.6470588235294118,0.9428090415820634,3,0,5.0,5,1.0,0.7071067811865466,5,7,0.9366673818775626,8,1
6.25,4,0.36,0.64,0.82915619758885,4,0,6.5,7,1.25,-0.49338220021815865,5,7,0.9426831892554922,7,1
5.333333333333333,9,0.5416666666666666,0.4583333333333333,1.4907119849998598,9,0,6.0,6,1.0,-0.9838699100999065,2,7,0.9949848281859701,17,1
